State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Physical_Therapy,Occupational_Therapy,Speech_Pathology,Medical_Social,Home_Health_Aide,Date Certified,star_rating,timely_care,drug_use_training,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,improved_breathing,hosp_admission_rate,unplanned_er_care,readmitted_cases
MA,227589,"MIDDLESEX HEALTHCARE SERVICES, INC","599 CANAL STREET, SUITE 6E-9",LAWRENCE,1840,9783751516,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/16/2014,2,96.9,97.4,52.4,64.3,,,Not Available
MA,227590,"A QUALITY HOME CARE, INC","15 UNION STREET, SUITE 414",LAWRENCE,1843,9786885000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/23/2014,2,94.9,96.9,67.9,45.2,,,Not Available
MA,227592,CARING HEARTS HOMECARE INC,"188 MAIN STREET, SUITE 201",WILMINGTON,1887,7815261125,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,11/26/2013,2.5,95.6,98.2,81.4,61.3,,,Not Available
MA,227594,"BENEFICENCE HOME HEALTHCARE, INC",60 ISLAND STREET SUITE 201E,LAWRENCE,1840,9786884200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/29/2014,3,100,100,57.1,,,,Not Available
MA,227595,"BLISSFUL HOMECARE, LLC","90 SUTTON STREET, SUITE 3-4",NORTH ANDOVER,1845,9787255505,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/12/2014,2,84.3,96,72.7,66.6,24.6,13.5,Not Available
MA,227596,CORNERSTONE HEALTHCARE SYSTEMS LLC,"65 JAMES STREET, SUITE 220",WORCESTER,1603,5087355325,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/27/2014,2.5,97,93.9,50.8,,,,Not Available
MA,227610,ACCESS HOMECARE SERVICES,950 NORTH MAIN STREET SUITE 201,RANDOLPH,2368,7813255501,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/22/2015,1.5,87,89.7,53.9,31.8,,,Not Available
MA,227598,LIFOD HOME HEALTH CARE LLC,599 CANAL STREET SUITE 3E,LAWRENCE,1840,9786554599,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/25/2014,3,94.3,98.1,71.8,86.1,,,Not Available
MA,227599,A BETTER LIFE HOMECARE LLC,"20 MAPLE STREET, FLOOR 2",SPRINGFIELD,1103,4132098866,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/9/2014,2.5,88.9,100,60.5,70.7,,,Not Available
MA,227600,"HORIZON HOME CARE, LLC",2314 MAIN STREET,TEWKSBURY,1876,9788517775,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/13/2015,2,78.1,94.5,21.1,64,,,Not Available
MA,227604,RADIANCE HOME HEALTH CARE INC,10 CENTER STREET SUITE 302,CHICOPEE,1013,4135920101,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/24/2015,2,95,92.1,58.3,58.3,,,Not Available
MA,227605,BRIGHAM HOME CARE SERVICES INC,1 KIDDIE DRIVE #225,AVON,2322,5085771058,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/24/2014,1.5,94.8,97.9,35.6,34.8,,,Not Available
MA,227607,GOLDEN AGE HOME HEALTH LLC,329 WEST MAIN STREET,NORTHBORO,1532,5088533797,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/12/2015,2,80.9,89.6,71.2,59.5,,,Not Available
MA,227608,INTEGRITY HOME CARE SOLUTIONS LLC,"1565 MAIN STREET, BLDG 2",TEWKSBURY,1876,9784550305,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/17/2015,2.5,86,98.9,87.5,65.4,,,Not Available
MA,227609,NAMASTE HOME CARE,"360 WEST BOYLSTON STREET, SUITE 209",WEST BOYLSTON,1583,5087932933,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/22/2015,2.5,87.5,97.4,55.6,65.5,,,Not Available
MA,227613,ROYAL COMFORT HOME CARE INC,"599 CANAL STREET, 3W-1",LAWRENCE,1840,9786886917,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/13/2015,1,85.7,95.8,36.2,36.9,,,Not Available
MA,227616,QUALITY HOME CARE SERVICES,248 PLEASANT STREET 2FL,METHUEN,1844,9783287141,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/10/2015,1.5,87.9,95.4,48.4,48.5,,,Not Available
MA,227629,ALWAYS BEST CARE SKILLED HOME CARE,"730 BOSTON POST ROAD, SUITE 25-1",SUDBURY,1776,9784437890,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/28/2015,4.5,100,100,88.9,66.8,7.2,17.7,Not Available
MI,237081,REVERENCE HOME HEALTH AND HOSPICE,37650 GARFIELD,CLINTON TOWNSHIP,48036,8002482298,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,8/15/1980,2.5,79.4,96.2,69.4,67.5,17.6,10.9,Same As Expected
MI,237085,KINDRED AT HOME,5148 LOVERS LANE STE 210,KALAMAZOO,49002,2693815620,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/10/1981,4,97.3,99.2,89.6,71.8,16.9,15.2,Same As Expected
MI,237006,REVERENCE HOME HEALTH AND HOSPICE,348 NORTH BURDICK ST,KALAMAZOO,49007,2693431396,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3.5,88.7,99.6,90.2,69.8,14.6,15.4,Same As Expected
MI,237007,VISITING NURSE SERVICES OF WESTERN MICHIGAN,1401 CEDAR NE,GRAND RAPIDS,49503,6164863900,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,1/1/1978,3.5,94.7,99.6,89.9,71.8,16.3,14.4,Worse Than Expected
MI,237008,MCLAREN VISITING NURSE & HOSPICE,2815 S PENNSYLVANIA AVE STE 4,LANSING,48910,5179759900,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3,83.5,99.5,77.3,58.4,16.7,13.6,Worse Than Expected
MI,237010,MCLAREN VISITING NURSE & HOSPICE,1515 CAL DRIVE,DAVISON,48423,8107323131,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3.5,91.1,99.3,69.7,63.1,13.4,10.5,Same As Expected
MI,237011,MICHIGAN VISITING NURSE,2850 S INDUSTRIAL,ANN ARBOR,48104,8008425504,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3.5,95.3,99,86.2,79.3,16.9,11.6,Worse Than Expected
MI,237074,HEARTLAND HOME HEALTHCARE,"429 N STATE STREET, SUITE 206",CARO,48723,9896720445,Proprietary,TRUE,TRUE,FALSE,TRUE,FALSE,2/21/1979,3,98.6,98.9,74.6,65.7,20.4,12,Same As Expected
MI,237075,ADVANCED PROFESSIONAL HOME HEALTH CARE,"2075 WEST BIG BEAVER ROAD, SUITE 602",TROY,48084,2486495250,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,2/5/1979,4,93,93.4,70.2,86.4,15.3,11.6,Worse Than Expected
MI,237015,MIDMICHIGAN HOME CARE,3007 NORTH SAGINAW ROAD,MIDLAND,48640,9896331400,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3.5,96.5,95.6,86.6,73.7,16.8,16.2,Worse Than Expected
MI,237016,MICHIGAN COMMUNITY VNA,"30800 TELEGRAPH RD, SUITE 1728",BINGHAM FARMS,48025,8008825720,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3.5,98.2,98.8,79.4,71.3,14.8,11.7,Same As Expected
MI,237018,CHIPPEWA COUNTY HEALTH DEPT,"508 ASHMUN STREET, SUITE 120",SAULT SAINTE MARIE,49783,9066353606,Government - State/ County,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3,98.1,97.9,67.5,63.4,14.4,15.3,Same As Expected
MI,237023,"ST JOSEPH MERCY HOME CARE, LIVINGSTON","8273 W GRAND RIVER AVE, SUITE 110",BRIGHTON,48114,5175409000,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,4,85.3,99.6,94.5,79.3,16.6,14.6,Same As Expected
MI,237025,MUNSON HOME CARE,550 MUNSON AVENUE,TRAVERSE CITY,49686,8002522065,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3.5,91.5,98.9,84,68.2,15.8,15.5,Same As Expected
MI,237028,BRONSON AT HOME,165 N WASHINGTON,BATTLE CREEK,49037,6166603738,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3.5,94.1,99.7,87.5,78.3,18.3,14.1,Worse Than Expected
MI,237035,COMMUNITY HOME CARE SERVICES,231 WEST PINE LAKE DRIVE,NEWAYGO,49337,8006896675,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/20/1966,4,98,99.6,70.8,75.5,15.8,13.5,Same As Expected
MI,237036,MCLAREN VISITING NURSE & HOSPICE,501 S MISSION ST,MOUNT PLEASANT,48858,9897726785,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,10/13/1966,3.5,93.8,99.5,82,59.8,13.2,17.4,Same As Expected
MI,237042,NORTHWEST MICHIGAN COMMUNITY HEALTH AGENCY,220 WEST GARFIELD,CHARLEVOIX,49720,2315476523,Government - Local,FALSE,FALSE,FALSE,TRUE,TRUE,1/24/1967,3,83.1,97,62.7,71.9,17.5,13.6,Same As Expected
MI,237051,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,300 EAST CHICAGO STREET,COLDWATER,49036,5172795420,Government - Local,TRUE,TRUE,TRUE,TRUE,TRUE,1/1/1972,2.5,92.8,98.3,59.4,56.9,19.9,17.6,Worse Than Expected
MI,237052,DISTRICT HEALTH DEPT NO 2,630 PROGRESS STREET,WEST BRANCH,48661,9893455020,Government - Local,TRUE,FALSE,FALSE,FALSE,TRUE,5/1/1968,2,85.9,87.5,81.3,37.1,14.1,14.7,Same As Expected
MI,237059,HOME HEALTH CARE,"1430 MILITARY, SUITE A",PORT HURON,48060,8109844131,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,3/1/1971,4.5,96.9,99.8,81.8,82.1,17.9,12.2,Same As Expected
MI,237069,"ST JOSEPH MERCY HOME CARE, ANN ARBOR","3075 CLARK ROAD, SUITE 200",YPSILANTI,48197,7343273200,Government - Combination Government & Voluntary,TRUE,TRUE,TRUE,TRUE,TRUE,9/21/1977,3.5,74.2,99.6,91.1,72.1,17,11.8,Worse Than Expected
MI,237073,REVERENCE HOME HEALTH AND HOSPICE,"5445 ALI DRIVE, DEPT 200",GRAND BLANC,48439,8106038600,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,5/18/1979,2.5,85.1,98.1,83.2,70.9,18.4,8.7,Worse Than Expected
MI,237087,HENRY FORD HOME HEALTH CARE,"ONE FORD PLACE, SUITE 4C",DETROIT,48202,3138746500,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,11/12/1981,3,89.3,98.9,84.4,73.6,17.7,13.2,Worse Than Expected
MI,237093,UP HEALTH SYSTEM HOME CARE AND HOSPICE,580 W COLLEGE AVE,MARQUETTE,49855,9062284325,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/4/1982,3.5,99.3,99.2,87.6,64,17.4,13.7,Same As Expected
MI,237094,ADVISACARE,"3290 WEST BIG BEAVER ROAD, SUITE 260",TROY,48084,2486495150,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/23/1982,2,85.2,47.1,64,,20.3,14.8,Not Available
MI,237101,MEMORIAL HEALTHCARE HOME HEALTH AGENCY,"1975 W M-21, SUITE 102",OWOSSO,48867,9897252299,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,7/29/1982,3,83.7,96.7,87.1,85.6,18.8,15.3,Same As Expected
MI,237112,BEAUMONT HOME CARE,1410 E 14 MILE RD,MADISON HEIGHTS,48071,2487439500,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,3/9/1983,3,85.4,98.6,87.2,78,21.4,8.7,Worse Than Expected
MI,237122,NORTH OAKLAND HOME HEALTH CARE,"7736 ORTONVILLE ROAD, SUITE B",CLARKSTON,48348,2486255865,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,3/18/1983,2.5,83,93.5,85.9,72.4,20.7,12.9,Same As Expected
MI,237124,CRITTENTON HOME CARE,"2251 NORTH SQUIRREL ROAD, SUITE 320",AUBURN HILLS,48326,2486566757,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/11/1983,3.5,95.6,99.1,83.8,75.8,15.6,11.4,Worse Than Expected
MI,237125,THE MEDICAL TEAM,"17197 NORTH LAUREL PARK DRIVE, SUITE 555",LIVONIA,48152,7347799700,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/19/1983,3,93.4,99.9,91.5,66,20.5,9.7,Worse Than Expected
MI,237126,NORTH OTTAWA HOME CARE NURSING,"1061 S BEACON BLVD, SUITE 100",GRAND HAVEN,49417,6168479090,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,7/19/1983,3.5,95.4,99.1,93,67.7,14.3,14.7,Same As Expected
MI,237136,KINDRED AT HOME,"4458 OAKBRIDGE DRIVE, SUITE B",FLINT,48532,8107329030,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/14/1983,3.5,96.5,99.6,86.4,76.1,17.6,9,Same As Expected
MI,237144,UNITED HOME HEALTH SERVICES,6701 HARRISON STREET,GARDEN CITY,48135,7349818820,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/17/1983,3,93,98.2,82.1,72.5,16.6,10.3,Same As Expected
MI,237145,STURGIS HOME HEALTH CARE,"600 S LAKEVIEW, STE B01",STURGIS,49091,2696512348,Government - Local,TRUE,TRUE,TRUE,TRUE,TRUE,5/14/1984,3.5,97.1,96.7,86.4,71.3,18.5,11,Same As Expected
MI,237151,REVERENCE HOME HEALTH AND HOSPICE,716 GERMAN,TAWAS CITY,48764,9893624611,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,3/2/1984,2.5,91.9,99.3,72.2,66.7,15.7,16,Same As Expected
MI,237157,SHARED SERVICES HOME HEALTH CARE,"1601 BRIARWOOD CIRCLE, SUITE 475",ANN ARBOR,48108,7342224037,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,10/25/1984,3,93.1,96.4,93.9,74.3,18.6,12.5,Same As Expected
MI,237160,VITALCARE,761 LAFAYETTE AVE,CHEBOYGAN,49721,2316277157,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/10/1984,4,92,98.8,93,78.6,15.6,12.2,Worse Than Expected
MI,237161,CARSON HOME CARE NETWORK,406 EAST ELM STREET,CARSON CITY,48811,9895843971,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,11/13/1984,2,93.1,99.1,81.5,61.3,21.6,13.6,Same As Expected
MI,237162,HEARTLAND HOME CARE,1627 E BROOMFIELD ST,MOUNT PLEASANT,48858,9898934504,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,9/19/1984,4.5,96.4,99.8,95.4,78.9,18.1,13.3,Same As Expected
MI,237163,LAKELAND HOMECARE,"2550 MEADOWBROOK ROAD, SUITE 110",BENTON HARBOR,49022,2699854441,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,10/4/1984,3.5,97,99.6,76.8,69.1,15.2,12.9,Same As Expected
MI,237164,SPARROW HOME CARE,"3315 E MICHIGAN AVENUE, SUITE 4",LANSING,48912,5173648600,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,10/4/1984,3,88.9,97.5,79,70.7,19.2,10.9,Worse Than Expected
MI,237165,MCLAREN VISITING NURSE & HOSPICE,2110 16TH STREET 7,BAY CITY,48708,8008623132,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,11/1/1984,3,93.6,98.4,65.8,70.3,21.1,8.5,Worse Than Expected
MI,237172,MCLAREN VISITING NURSE & HOSPICE,"12900 HALL ROAD, SUITE 200",STERLING HEIGHTS,48313,5863236290,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,4/2/1985,3,88.6,99.6,71.6,70.4,20.5,8.5,Worse Than Expected
MI,237180,CENTRAL HOME HEALTH CARE,"20245 WEST 12 MILE ROAD, SUITE 100",SOUTHFIELD,48076,2485695410,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/14/1985,3.5,96.5,98.6,67.1,84.7,21.9,10.4,Same As Expected
MI,237182,NORTH WOODS HOME NURSING,226 SOUTH CEDAR STREET,MANISTIQUE,49854,9063416963,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/8/1985,3.5,98.7,99.9,90.2,69.1,14.8,14.8,Same As Expected
MI,237186,A&D HEALTH CARE PROFESSIONAL,3375 CARVER,SAGINAW,48603,9892490929,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/22/1986,3,94.3,99,80.1,77.3,18,16.2,Worse Than Expected
MI,237187,UPPER PENINSULA HOME HEALTH & HOSPICE,1125 W RIDGE ST,MARQUETTE,49855,9062254545,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/20/1986,3.5,97.7,97.9,93.6,77.5,16.2,14.2,Same As Expected
MI,237192,"ST JOSEPH MERCY HOME CARE, OAKLAND","1111 W LONG LAKE RD, SUITE 102",TROY,48098,2488587735,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,4/17/1986,3.5,82.8,99.5,87.7,76.6,15.2,12.2,Worse Than Expected
MI,237198,MERCY HEALTH VNS,888 TERRACE STREET,MUSKEGON,49442,2316724663,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,2/12/1987,3,86.7,99.7,92,69.8,15.3,17.7,Same As Expected
MI,237202,PINNACLE SENIOR CARE,"2755 CARPENTER ROAD, SUITE 2NE",ANN ARBOR,48108,7344778044,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/9/1987,3,83.3,97.8,82.7,79.4,16.1,10.6,Not Available
MI,237203,MARY FREE BED AT HOME,4280 CASCADE RD,GRAND RAPIDS,49546,6169425570,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,7/16/1988,2.5,76.5,96.1,87.8,74.7,,,Not Available
MI,237206,PROMEDICA HOME HEALTH CARE,"770 RIVERSIDE AVENUE, SUITE 102",ADRIAN,49221,5172661481,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,3/1/1989,3,88.7,97.2,73.6,72.4,14.4,15.3,Same As Expected
MI,237208,HOMECARE OF HOLLAND HOME,2100 RAYBROOK SE,GRAND RAPIDS,49546,6162354663,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,3/14/1989,5,99,99.7,86,81.6,11.8,10.8,Same As Expected
MI,237211,OAKWOOD HOME CARE SERVICES,1633 FAIRLANE CIRCLE,ALLEN PARK,48101,8007577711,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/7/1989,3.5,85.7,99.9,81.1,76,18.2,10.6,Worse Than Expected
MI,237212,ASPIRUS AT HOME,311  6TH STREET,CALUMET,49913,9063375700,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,6/12/1989,3,98.4,98.1,85.2,69,18.8,13.8,Same As Expected
MI,237213,GERBER HOME CARE,204 WEST MAIN STREET,FREMONT,49412,2319241122,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,11/23/1990,3.5,94.9,99.5,86,69.4,13.1,19.8,Same As Expected
MI,237217,"MERCY HEALTH HOME CARE, GRAND RAPIDS","1430 MONROE NW, SUITE 120",GRAND RAPIDS,49505,6166858800,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1991,4,87.9,99.3,93.4,77,17.7,15.4,Same As Expected
MI,237219,UNS HOME HEALTH AGENCY,2925 PORTAGE ROAD,KALAMAZOO,49001,2692269363,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/20/1990,3.5,91.4,93.2,87,72.2,13.6,7.5,Same As Expected
MI,237222,KINDRED AT HOME,"625 KENMOOR SE AVE, STE 306",GRAND RAPIDS,49546,6169425744,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/6/1990,3,94.3,98.6,89.9,70.6,14.8,15.1,Same As Expected
MI,237224,HOMCARE,875 W SUMMIT AVENUE,MUSKEGON,49441,2317556951,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/16/1991,2.5,93.1,95,77.7,66.7,15.7,18,Same As Expected
MI,237226,HOLLAND COMMUNITY HOSPITAL,750 E 40TH STREET,HOLLAND,49423,6163942635,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,3/28/1991,5,99.1,100,93.7,89.4,16,14.4,Worse Than Expected
MI,237235,MIDMICHIGAN HOME CARE,1521 W. CHISHOLM STREET,ALPENA,49707,9893568004,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,11/24/1992,4,98.6,99.6,88.7,69.5,17.3,14.6,Same As Expected
MI,237239,ST FRANCIS HOME HEALTH CARE,901 NORTH LINCOLN ROAD,ESCANABA,49829,9067864456,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,12/3/1992,4.5,88.8,99.6,94.2,82.7,16.8,12.3,Better Than Expected
MI,237242,WELLSPRING LUTHERAN SERVICES,100 MAYER RD,FRANKENMUTH,48734,9896524663,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,3/24/1993,3,97.1,98.1,91.7,77.2,19.4,12.9,Worse Than Expected
MI,237243,NORTHERN HOME CARE,230 N CHARLES,WHITE CLOUD,49349,2316890096,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/9/1993,2.5,90.4,100,89,63,28.1,22.2,Better Than Expected
MI,237244,FAMILY CARE CHOICE & SERVICES,"23800 WEST 10 MILE RD, SUITE 108",SOUTHFIELD,48034,2483552269,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/11/1993,3,88.7,99.3,34.8,82.7,11.1,12.9,Same As Expected
MI,237249,"ST JOSEPH MERCY HOME CARE, CHELSEA",1515 COMMERCE PARK DRIVE,CHELSEA,48118,7344754190,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/15/1993,4,93.4,99.8,95.7,80.9,15,8.8,Same As Expected
MI,237252,GLOBAL HOME CARE,1883 EAST MAPLE ROAD,TROY,48083,2485888881,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/25/1994,5,95.5,99.5,89.7,100,18.1,11,Same As Expected
MI,237255,PORTER HILLS HOME HEALTH CARE,555 CASCADE WEST PARKWAY SE,GRAND RAPIDS,49546,6169495140,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,6/16/1994,5,98.8,99.6,94.4,85.5,14.7,13.6,Same As Expected
MI,237258,HOMECARE CONNECTION,"1070 N MONROE ST, SUITE A",MONROE,48162,7342401717,Non - Profit Other,TRUE,TRUE,FALSE,TRUE,TRUE,8/18/1994,4,98.1,99.8,72.1,77.7,18.9,13.9,Worse Than Expected
MI,237262,UP HEALTH SYSTEM HOME CARE AND HOSPICE PORTAGE,821 W  WATER STREET,HANCOCK,49930,9064831160,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,10/6/1994,3,92.1,96.2,88.4,64.8,19.1,13,Same As Expected
MI,237268,CARING NURSES OF MICHIGAN,23300 GREENFIELD ROAD SUITE 213,OAK PARK,48237,2483551142,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/12/1995,3,76.5,97,75,60.3,13.8,7.5,Same As Expected
MI,237270,SOUTH HAVEN HOMECARE,955 S BAILEY AVE,SOUTH HAVEN,49090,2696392888,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,2/22/1995,4,99.8,100,90,80.3,16.2,18.7,Same As Expected
MI,237272,BAY NURSING,255 NORTH BAILEY STREET,ROMEO,48065,5867521111,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/10/1995,3,94.5,98.5,77.3,71.2,21.1,9.9,Worse Than Expected
MI,237274,GREAT LAKES CARING,900 COOPER STREET,JACKSON,49202,5177809500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/2/1995,3.5,94.6,99,87.1,75.2,16.6,13.7,Worse Than Expected
MI,237277,EXPERTS IN HOME HEALTH MANAGEMENT,25319 LITTLE MACK,SAINT CLAIR SHORES,48081,5865850201,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/24/1995,2.5,63.3,97.1,66.9,56.8,18.9,10.2,Same As Expected
MI,237278,HOME PRO CARE,5428 METROPOLITAN PARKWAY,STERLING HEIGHTS,48310,5867951331,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,4/4/1995,3.5,91.9,85.9,72.7,77.5,16.7,7.1,Not Available
MI,237279,SCHOOLCRAFT MEMORIAL HOMECARE AND HOSPICE,500 MAIN STREET,MANISTIQUE,49854,9063413284,Government - Combination Government & Voluntary,TRUE,TRUE,TRUE,TRUE,TRUE,6/13/1995,3,95.4,98,75.1,85.5,13.9,21.3,Same As Expected
MI,237282,CONCERNED HOME CARE,136 NORTH FIRST STREET,HARBOR BEACH,48441,9894793101,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/24/1995,3,94.5,99.7,52.4,61.8,14,17.4,Same As Expected
MI,237283,COMMUNITY CARE GIVERS,3097 PRAIRIE ST SW,GRANDVILLE,49418,6165319973,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/26/1995,3,96,98.4,70.8,64.4,18.3,16.8,Same As Expected
MI,237289,THREE RIVERS HEALTH HOMECARE & HOSPICE,633 S ERIE ST,THREE RIVERS,49093,2692786108,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,10/5/1995,2,84.3,90,68.7,68.5,16,17.1,Same As Expected
MI,237292,DICKINSON HOME HEALTH,722 RIVER AVE,IRON MOUNTAIN,49801,9067761925,Government - State/ County,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1996,3.5,97.6,99,88.7,76.2,16.2,14.7,Worse Than Expected
MI,237331,HEARTLAND HOME CARE GRAND RAPIDS,"3230 EAGLE PARK DRIVE NE, SUITE 200",GRAND RAPIDS,49525,6169427733,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/17/1992,5,99.6,99.9,97,92.1,12.1,16.4,Same As Expected
MI,237333,HEARTLAND HOME HEALTH CARE,865 SOUTH CEDAR STREET,MASON,48854,5176760412,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/9/1992,3,92.5,99.5,90.7,69,17.3,11.6,Same As Expected
MI,237335,HEARTLAND HOME CARE SOUTHFIELD,"26211 CENTRAL PARK BOULEVARD, SUITE 600",SOUTHFIELD,48076,2489488228,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/9/1992,3,87.4,98.9,84,70.4,19.6,10,Same As Expected
MI,237336,HEARTLAND HOME CARE FLINT,6211 TAYLOR DRIVE,FLINT,48507,8107320203,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/10/1994,2.5,96.4,100,66.3,62.6,19.6,10.8,Worse Than Expected
MI,237400,OAKLAWN HOMECARE,122 HIGH STREET,MARSHALL,49068,2697893939,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,3/27/1996,3,97.2,98.8,87.2,59.9,13.1,17.7,Same As Expected
